TYPE,CONC_NM_PBPK_pred,DV_NM
SAMPLE,115.205266,30.4311476003492
SAMPLE,95.33922,18.0451145658479
SAMPLE,84.14555,12.4271427463792
SAMPLE,42.22212,1.49991353895587
DOSE,0,NA
SAMPLE,2370.1947,1533.36983818748
SAMPLE,1134.391,843.116968691264
SAMPLE,799.38394,455.214069583975
SAMPLE,707.437,314.200785950466
SAMPLE,567.38883,172.384365453575
SAMPLE,348.75718,56.0952662622986
SAMPLE,141.51324,13.1024602994332
SAMPLE,60.757678,4.72010013806491
SAMPLE,25.57846,2.28875257744703
DOSE,0,NA
SAMPLE,17165.926,406.438729780933
SAMPLE,9454.749,233.990187917343
SAMPLE,2452.264,182.338591463818
SAMPLE,1091.997,163.137560945988
SAMPLE,498.7323,122.688912067736
SAMPLE,175.62874,102.138101616238
SAMPLE,40.19515,67.2830942086985
SAMPLE,10.841683,50.5496586710904
SAMPLE,3.2963315,35.0500206235935
SAMPLE,0.35037578,1.56579784422332
DOSE,0,NA
SAMPLE,28409.304,925.433796054555
SAMPLE,23947.89,622.421362153899
SAMPLE,17677.979,445.601620265228
SAMPLE,14527.736,414.613148466681
SAMPLE,12084.2705,351.696202793617
SAMPLE,9250.637,239.01444133395
SAMPLE,5599.774,144.129525900825
SAMPLE,3461.6888,100.36018553994
SAMPLE,2195.9033,59.2449686876748
SAMPLE,255.53387,2.17341407526004
DOSE,0,NA
SAMPLE,16437.62,340.212287043031
SAMPLE,9885.835,215.49258029076
SAMPLE,2830.6565,135.741825349944
SAMPLE,1082.8854,108.754998510354
SAMPLE,474.04766,54.9286802088756
SAMPLE,219.4065,19.9705760962981
SAMPLE,98.960556,5.91614298725178
SAMPLE,51.146496,2.33737904401093
SAMPLE,27.145695,1.18160110212706
DOSE,0,NA
SAMPLE,3258.8923,971.436922211839
SAMPLE,1771.554,520.511812200035
SAMPLE,1097.9191,435.569704322713
SAMPLE,971.24463,295.427233495838
SAMPLE,810.0414,207.187411782935
SAMPLE,579.87684,131.345028090836
SAMPLE,303.45747,77.9384852169542
SAMPLE,162.53273,41.1406350915681
SAMPLE,84.61389,19.9325632773428
DOSE,0,NA
SAMPLE,11337.942,1078.45228774321
SAMPLE,4636.857,587.759977838773
SAMPLE,2311.8124,397.911945384843
